Absolute Magnitude,Orbit Uncertainity,Minimum Orbit Intersection,Neo Reference ID,Name,Orbit ID,Est Dia in KM(min),Est Dia in KM(max),Orbit Determination Date,Hazardous
20.4,1,0.0311462,2490581,2490581,56,0.06,0.06,708,1
21.2,2,0.0189953,3092474,3092474,9,0.04,0.04,494,1
21.6,2,0.0409175,3672899,3672899,24,0.04,0.04,5,1
21.5,2,0.0266238,3755345,3755345,21,0.04,0.04,761,1
20.0,0,0.00475006,2386454,2386454,28,0.08,0.08,577,1
21.8,0,0.0436135,2411165,2411165,18,0.03,0.03,568,1
20.3,2,0.00596999,2458116,2458116,31,0.07,0.07,534,1
20.9,0,0.0482532,2417419,2417419,51,0.05,0.05,560,1
20.4,0,0.00192041,2387668,2387668,38,0.06,0.06,575,1
21.5,1,0.0409294,2468910,2468910,28,0.04,0.04,717,1
19.3,0,0.000639127,2442037,2442037,82,0.1,0.1,543,1
20.3,1,0.0196539,3124996,3124996,18,0.07,0.07,691,1
20.6,2,0.044003,3734189,3734189,49,0.06,0.06,86,1
20.1,1,0.0460757,3732675,3732675,67,0.07,0.07,794,1
20.5,0,0.0298516,2419624,2419624,75,0.06,0.06,557,1
20.3,5,0.0143447,3586027,3586027,12,0.07,0.07,277,1
21.9,1,0.0234636,3352549,3352549,85,0.03,0.03,417,1
20.2,0,0.00661698,2179806,2179806,62,0.07,0.07,635,1
20.2,0,0.0393898,3644702,3644702,43,0.07,0.07,753,1
18.6,0,0.0303685,2349507,2349507,73,0.14,0.14,594,1
21.0,0,0.0136634,3022969,3022969,62,0.05,0.05,12,1
18.4,2,0.0190746,3427794,3427794,92,0.16,0.16,377,1
19.1,0,0.0423433,2230111,2230111,113,0.11,0.11,622,1
21.2,0,0.0155214,3350632,3350632,34,0.04,0.04,11,1
19.8,0,0.0474637,2250680,2250680,31,0.08,0.08,774,1
21.6,7,0.0402208,3604618,3604618,9,0.04,0.04,259,1
19.3,0,0.0164621,2277570,2277570,47,0.1,0.1,612,1
20.1,0,0.0100337,3401432,3401432,19,0.07,0.07,395,1
21.6,3,0.022444,3711785,3711785,45,0.04,0.04,123,1
21.3,1,0.00409967,2490354,2490354,32,0.04,0.04,707,1
21.9,0,0.0286286,3601341,3601341,24,0.03,0.03,709,1
19.1,0,0.0423433,2230111,2230111,113,0.11,0.11,622,1
21.3,1,0.0133879,3256319,3256319,16,0.04,0.04,789,1
19.3,1,0.0093516,3744785,3744785,30,0.1,0.1,67,1
17.1,0,0.0480717,2085989,2085989,289,0.29,0.29,665,1
21.1,2,0.0104914,3515377,3515377,49,0.05,0.05,327,1
20.8,2,0.0497576,3409964,3409964,32,0.05,0.05,383,1
18.1,0,0.0345132,2363505,2363505,236,0.18,0.18,591,1
21.3,7,0.00779389,3448993,3448993,12,0.04,0.04,365,1
20.9,0,0.0337336,3394543,3394543,34,0.05,0.05,824,1
20.9,1,0.012061,3170203,3170203,45,0.05,0.05,470,1
20.2,0,0.00687373,2002340,2002340,60,0.07,0.07,1,1
20.4,1,0.0379013,3714553,3714553,28,0.06,0.06,116,1
21.2,0,0.0192598,3597095,3597095,38,0.04,0.04,793,1
16.5,0,0.0436453,2308242,2308242,75,0.38,0.38,606,1
20.7,0,0.0357698,2418849,2418849,39,0.05,0.05,751,1
20.3,4,0.0340857,3740808,3740808,22,0.07,0.07,77,1
18.8,0,0.0181583,2374158,2374158,54,0.13,0.13,584,1
19.3,0,0.0287566,2477519,2477519,51,0.1,0.1,820,1
18.5,1,0.0116339,3640745,3640745,33,0.15,0.15,739,1
17.2,0,0.0389748,2153311,2153311,64,0.28,0.28,652,1
19.4,0,0.00539934,2152680,2152680,28,0.1,0.1,655,1
20.9,0,0.0337336,3394543,3394543,34,0.05,0.05,824,1
20.2,0,0.0288979,2089136,2089136,156,0.07,0.07,662,1
21.4,6,0.021474,3736502,3736502,17,0.04,0.04,83,1
20.0,1,0.035022,2359170,2359170,24,0.08,0.08,592,1
21.7,0,0.0432045,3485260,3485260,25,0.03,0.03,335,1
19.4,0,0.00539934,2152680,2152680,28,0.1,0.1,655,1
19.9,3,0.011885,3743605,3743605,21,0.08,0.08,71,1
20.9,0,0.0157001,2474163,2474163,70,0.05,0.05,525,1
17.6,0,0.0100036,2088254,2088254,121,0.23,0.23,786,1
21.1,8,0.0453591,3589298,3589298,5,0.05,0.05,276,1
18.3,0,0.0317549,2153958,2153958,106,0.17,0.17,651,1
17.5,0,0.0260357,2162510,2162510,111,0.24,0.24,644,1
22.1,0,0.00767126,3025766,3025766,24,0.03,0.03,509,1
21.3,1,0.00410468,3455100,3455100,31,0.04,0.04,360,1
21.0,0,0.038564,2451157,2451157,56,0.05,0.05,540,1
20.2,0,0.0130652,2333578,2333578,83,0.07,0.07,599,1
18.4,0,0.028314,2175706,2175706,143,0.16,0.16,637,1
21.4,1,0.0169751,3388081,3388081,22,0.04,0.04,407,1
20.1,0,0.0153549,3608936,3608936,26,0.07,0.07,249,1
19.7,0,0.000659446,2099942,2099942,193,0.09,0.09,0,1
21.7,1,0.0181098,3025767,3025767,32,0.03,0.03,700,1
21.7,1,0.0181806,2488490,2488490,34,0.03,0.03,711,1
20.6,1,0.0439084,3558387,3558387,26,0.06,0.06,297,1
22.0,0,0.0325955,3253151,3253151,20,0.03,0.03,827,1
18.7,0,0.018997,2438105,2438105,64,0.14,0.14,546,1
18.6,1,0.0300973,2414286,2414286,55,0.14,0.14,566,1
19.0,0,0.0140013,3252349,3252349,62,0.12,0.12,456,1
21.959,7,0.00468478,3781344,3781344,5,0.03,0.03,819,1
21.3,0,0.0220841,3661493,3661493,20,0.04,0.04,824,1
20.5,4,0.0484137,3723951,3723951,11,0.06,0.06,106,1
19.5,1,0.0224044,3562322,3562322,19,0.09,0.09,291,1
20.6,0,0.0355235,2216523,2216523,67,0.06,0.06,626,1
20.6,1,0.0439084,3558387,3558387,26,0.06,0.06,297,1
21.8,7,0.0372144,3020976,3020976,11,0.03,0.03,513,1
18.6,0,0.00191348,2171576,2171576,56,0.14,0.14,638,1
20.4,0,0.0178569,3309828,3309828,31,0.06,0.06,431,1
21.7,1,0.0288226,3278078,3278078,15,0.03,0.03,448,1
20.1,0,0.00370865,2277475,2277475,89,0.07,0.07,613,1
21.6,1,0.0277283,3475236,3475236,24,0.04,0.04,342,1
21.5,2,0.0390347,3703314,3703314,22,0.04,0.04,135,1
19.9,0,0.0138031,2068347,2068347,37,0.08,0.08,748,1
21.8,4,0.0214322,3553279,3553279,19,0.03,0.03,303,1
20.8,0,0.0241636,2164202,2164202,73,0.05,0.05,722,1
20.8,0,0.0441545,3028805,3028805,33,0.05,0.05,508,1
21.7,5,0.0012832,3689353,3689353,6,0.03,0.03,159,1
19.3,1,0.0098717,3572706,3572706,18,0.1,0.1,764,1
21.1,5,0.0479888,3747314,3747314,22,0.05,0.05,781,1
19.5,0,0.0282692,2378160,2378160,48,0.09,0.09,581,1
22.0,0,0.0326204,3486442,3486442,20,0.03,0.03,334,1
21.6,0,0.0212139,3170231,3170231,26,0.04,0.04,468,1
17.6,0,0.0399452,2154302,2154302,50,0.23,0.23,743,1
21.7,3,0.0353902,3763276,3763276,19,0.03,0.03,760,1
19.5,0,0.00190026,2373135,2373135,63,0.09,0.09,585,1
19.8,0,0.0318572,2232691,2232691,95,0.08,0.08,756,1
17.9,0,0.010566,2033342,2033342,167,0.2,0.2,673,1
20.8,3,0.038909,3520666,3520666,26,0.05,0.05,323,1
19.8,0,0.0175048,2067381,2067381,52,0.08,0.08,792,1
19.4,6,0.0242607,3757411,3757411,7,0.1,0.1,42,1
18.4,1,0.03814,2434326,2434326,33,0.16,0.16,550,1
21.1,0,0.0369664,3015691,3015691,33,0.05,0.05,13,1
19.5,0,0.0439791,3288441,3288441,30,0.09,0.09,444,1
20.3,2,0.0449381,3666783,3666783,13,0.07,0.07,183,1
20.0,2,0.0331774,3455137,3455137,28,0.08,0.08,359,1
18.4,0,0.0422613,2417211,2417211,71,0.16,0.16,561,1
20.4,6,0.0164728,3744153,3744153,15,0.06,0.06,68,1
20.3,1,0.0298212,3634185,3634185,30,0.07,0.07,225,1
18.3,0,0.00101423,2141495,2141495,146,0.17,0.17,656,1
21.4,1,0.02399,3370167,3370167,26,0.04,0.04,411,1
19.7,0,0.0290384,3694987,3694987,26,0.09,0.09,146,1
17.4,0,0.0223148,2009856,2009856,80,0.25,0.25,675,1
21.6,1,0.031109,3646734,3646734,19,0.04,0.04,206,1
21.2,4,0.0202681,3704141,3704141,24,0.04,0.04,131,1
20.3,0,0.0343186,3127406,3127406,41,0.07,0.07,2,1
21.5,1,0.0409294,2468910,2468910,28,0.04,0.04,717,1
20.9,2,0.000867375,3553283,3553283,31,0.05,0.05,302,1
21.7,0,0.00557885,2465824,2465824,38,0.03,0.03,532,1
19.6,0,0.0340999,2038071,2038071,50,0.09,0.09,671,1
18.0,0,0.0365482,2455299,2455299,96,0.19,0.19,535,1
21.7,1,0.0354341,3582516,3582516,22,0.03,0.03,279,1
19.1,0,0.0430734,2357022,2357022,71,0.11,0.11,593,1
19.9,0,0.0118426,3398652,3398652,38,0.08,0.08,398,1
19.3,0,0.00132059,2162173,2162173,117,0.1,0.1,647,1
21.1,1,0.0251441,3559842,3559842,13,0.05,0.05,296,1
19.0,0,0.0338689,2221980,2221980,24,0.12,0.12,623,1
21.9,1,0.0343382,2365424,2365424,26,0.03,0.03,588,1
21.4,1,0.02399,3370167,3370167,26,0.04,0.04,411,1
21.2,0,0.0483128,2152828,2152828,36,0.04,0.04,654,1
20.1,0,0.00257518,3412889,3412889,66,0.07,0.07,381,1
20.6,9,0.0242275,3019647,3019647,16,0.06,0.06,512,1
19.3,0,0.0173652,2418094,2418094,72,0.1,0.1,746,1
21.3,0,0.00234208,3638380,3638380,17,0.04,0.04,216,1
21.3,4,0.00550595,3739011,3739011,24,0.04,0.04,81,1
19.683,5,0.00859022,3775155,3775155,2,0.09,0.09,814,1
20.3,2,0.0449381,3666783,3666783,13,0.07,0.07,183,1
20.3,0,0.0196297,3014117,3014117,35,0.07,0.07,516,1
21.1,5,0.0494511,3367903,3367903,20,0.05,0.05,412,1
19.6,1,0.00475891,3520755,3520755,23,0.09,0.09,725,1
17.1,0,0.0218133,2138127,2138127,91,0.29,0.29,659,1
21.7,1,0.0181098,3025767,3025767,32,0.03,0.03,700,1
19.6,4,0.0327154,3766499,3766499,8,0.09,0.09,808,1
20.7,0,0.00333577,3614980,3614980,19,0.05,0.05,239,1
20.3,0,0.00862379,2138175,2138175,157,0.07,0.07,659,1
18.0,0,0.0132207,2443103,2443103,115,0.19,0.19,690,1
20.0,1,0.0113181,3393169,3393169,36,0.08,0.08,402,1
21.5,2,0.0266238,3755345,3755345,21,0.04,0.04,761,1
21.4,4,0.0301536,3521439,3521439,30,0.04,0.04,322,1
21.4,1,0.0298549,3346460,3346460,30,0.04,0.04,419,1
19.0,8,0.0409558,3550084,3550084,15,0.12,0.12,308,1
20.8,0,0.0343851,2468727,2468727,29,0.05,0.05,529,1
21.5,0,0.01411,3551067,3551067,18,0.04,0.04,809,1
22.0,1,0.013789,3390647,3390647,22,0.03,0.03,405,1
18.6,1,0.0369792,3334436,3334436,28,0.14,0.14,423,1
18.4,1,0.03814,2434326,2434326,33,0.16,0.16,550,1
20.4,6,0.0111448,3672960,3672960,8,0.06,0.06,173,1
19.7,2,0.0189675,3685808,3685808,13,0.09,0.09,765,1
20.5,0,0.00471821,2382406,2382406,28,0.06,0.06,579,1
21.2,1,0.00205491,3703071,3703071,42,0.04,0.04,17,1
21.9,0,0.0228688,3350633,3350633,29,0.03,0.03,817,1
20.8,0,0.0343851,2468727,2468727,29,0.05,0.05,529,1
21.2,6,0.0427117,3653699,3653699,23,0.04,0.04,196,1
19.2,0,0.0217859,3092385,3092385,7,0.11,0.11,495,1
19.4,0,0.0820877,2376848,2376848,51,0.1,0.1,582,0
22.6,7,0.0675843,3766177,3766177,7,0.02,0.02,27,0
16.7,0,0.256265,2212359,2212359,94,0.35,0.35,627,0
18.9,2,0.127016,3596676,3596676,17,0.13,0.13,784,0
22.6,3,0.219768,3704145,3704145,13,0.02,0.02,130,0
27.4,6,0.00462406,3644727,3644727,6,0.0,0.0,212,0
24.2,8,0.186384,3703779,3703779,7,0.01,0.01,132,0
25.7,7,0.00258718,3710218,3710218,4,0.0,0.0,125,0
26.7,7,0.0033078,3729233,3729233,7,0.0,0.0,94,0
19.3,0,0.124796,2322705,2322705,30,0.1,0.1,602,0
24.3,7,0.077424,3608622,3608622,7,0.01,0.01,250,0
23.0,6,0.225866,3749073,3749073,3,0.02,0.02,58,0
24.3,7,0.0250982,3714003,3714003,4,0.01,0.01,119,0
24.5,7,0.0370423,3752014,3752014,10,0.01,0.01,750,0
21.7,6,0.0708977,3733852,3733852,15,0.03,0.03,88,0
27.3,7,0.00231865,3054338,3054338,11,0.0,0.0,504,0
22.5,5,0.00229126,3766361,3766361,24,0.02,0.02,25,0
24.786,7,0.0066701,3780733,3780733,3,0.01,0.01,791,0
18.1,0,0.343076,2222073,2222073,113,0.18,0.18,818,0
22.3,1,0.118813,3065518,3065518,15,0.03,0.03,502,0
18.8,1,0.144631,3643993,3643993,37,0.13,0.13,213,0
22.3,3,0.0752498,3602572,3602572,26,0.03,0.03,262,0
23.1,9,0.0118346,3754342,3754342,3,0.02,0.02,51,0
22.3,0,0.00535155,3117466,3117466,49,0.03,0.03,799,0
22.1,1,0.095436,3514891,3514891,19,0.03,0.03,328,0
22.2,5,0.176152,3723815,3723815,12,0.03,0.03,107,0
27.4,7,0.00184403,3647009,3647009,7,0.0,0.0,205,0
18.0,0,0.0888206,2250458,2250458,102,0.19,0.19,830,0
25.8,7,0.01823,3576785,3576785,12,0.0,0.0,282,0
20.5,1,0.154706,2365449,2365449,57,0.06,0.06,769,0
23.6,0,0.0361478,3381260,3381260,20,0.01,0.01,831,0
24.0,8,0.00928003,3604181,3604181,9,0.01,0.01,260,0
25.4,4,0.00645835,3743902,3743902,18,0.01,0.01,69,0
22.9,6,0.151816,3563424,3563424,11,0.02,0.02,289,0
26.9,5,0.00167933,3669052,3669052,12,0.0,0.0,180,0
21.8,5,0.257034,3740823,3740823,15,0.03,0.03,76,0
21.0,3,0.219446,3678562,3678562,16,0.05,0.05,726,0
18.6,0,0.0822605,2408980,2408980,69,0.14,0.14,570,0
19.3,4,0.142426,3721991,3721991,14,0.1,0.1,779,0
22.3,1,0.0252137,3568329,3568329,23,0.03,0.03,286,0
19.8,0,0.0568928,2310842,2310842,94,0.08,0.08,605,0
27.6,6,0.000161065,3752572,3752572,14,0.0,0.0,55,0
22.1,0,0.0549144,3277704,3277704,18,0.03,0.03,449,0
23.117,6,0.165062,3775094,3775094,6,0.02,0.02,754,0
20.0,0,0.12367,2489453,2489453,18,0.08,0.08,705,0
19.3,0,0.163875,2468738,2468738,88,0.1,0.1,528,0
22.9,2,0.0031712,3720359,3720359,32,0.02,0.02,683,0
19.6,0,0.29851,3516632,3516632,34,0.09,0.09,326,0
20.7,1,0.121499,3662283,3662283,16,0.05,0.05,188,0
19.1,0,0.280942,2141531,2141531,158,0.11,0.11,715,0
19.4,0,0.0639475,2163191,2163191,67,0.1,0.1,806,0
18.8,0,0.143818,2397847,2397847,45,0.13,0.13,571,0
19.0,0,0.192747,2338292,2338292,52,0.12,0.12,597,0
26.5,5,0.00794758,3596037,3596037,15,0.0,0.0,269,0
20.6,2,0.183818,3447920,3447920,42,0.06,0.06,366,0
22.6,5,0.00776419,3745032,3745032,17,0.02,0.02,64,0
26.2,7,0.0186425,3748479,3748479,4,0.0,0.0,59,0
22.3,3,0.0259126,3666785,3666785,29,0.03,0.03,184,0
21.424,6,0.0890355,3771614,3771614,9,0.04,0.04,733,0
20.5,2,0.115461,3672904,3672904,17,0.06,0.06,174,0
23.8,8,0.0761115,3674023,3674023,4,0.01,0.01,169,0
24.3,7,0.0444187,3328630,3328630,13,0.01,0.01,481,0
24.4,7,0.0731904,3607823,3607823,8,0.01,0.01,252,0
23.2,6,0.00376648,3407480,3407480,18,0.02,0.02,388,0
22.9,8,0.0599369,3624076,3624076,5,0.02,0.02,234,0
18.7,0,0.244072,3607400,3607400,45,0.14,0.14,734,0
27.9,8,0.000347682,3449132,3449132,7,0.0,0.0,364,0
26.6,6,0.00198323,3325502,3325502,11,0.0,0.0,426,0
28.4,6,0.000380249,3715468,3715468,5,0.0,0.0,115,0
24.2,6,0.036039,3655398,3655398,9,0.01,0.01,192,0
20.2,0,0.259792,3508162,3508162,25,0.07,0.07,331,0
23.1,6,0.0226427,3395956,3395956,9,0.02,0.02,399,0
23.9,6,0.0129264,3063789,3063789,11,0.01,0.01,502,0
19.8,0,0.127077,2434632,2434632,44,0.08,0.08,549,0
22.2,6,0.0319295,3333489,3333489,16,0.03,0.03,424,0
18.2,1,0.125901,2086450,2086450,83,0.17,0.17,663,0
18.7,0,0.131875,2217013,2217013,87,0.14,0.14,625,0
28.0,4,0.00193815,3548887,3548887,13,0.0,0.0,311,0
18.9,0,0.157706,2234341,2234341,66,0.13,0.13,621,0
26.2,8,0.0627315,3714120,3714120,8,0.0,0.0,118,0
21.0,3,0.0607186,3672907,3672907,12,0.05,0.05,175,0
20.6,1,0.147028,3543621,3543621,15,0.06,0.06,318,0
25.5,1,0.0115803,2478784,2478784,35,0.01,0.01,757,0
24.4,6,0.00908397,3761271,3761271,3,0.01,0.01,34,0
20.2,0,0.119386,3573154,3573154,49,0.07,0.07,285,0
26.1,6,0.00746229,3518265,3518265,8,0.0,0.0,325,0
18.7,0,0.256947,2318050,2318050,44,0.14,0.14,603,0
18.2,0,0.0578928,2162004,2162004,165,0.17,0.17,648,0
26.5,6,0.0262503,3297379,3297379,7,0.0,0.0,436,0
22.8,0,0.0549457,3669254,3669254,28,0.02,0.02,704,0
20.594,6,0.130763,3776268,3776268,3,0.06,0.06,755,0
19.2,0,0.068965,3439813,3439813,47,0.11,0.11,10,0
20.2,2,0.296552,3606269,3606269,26,0.07,0.07,254,0
19.0,0,0.105547,2396593,2396593,52,0.12,0.12,572,0
22.8,7,0.0189179,3404524,3404524,11,0.02,0.02,392,0
21.2,6,0.0667857,3684008,3684008,6,0.04,0.04,165,0
21.9,5,0.175686,3756947,3756947,15,0.03,0.03,45,0
23.6,5,0.0586937,3645085,3645085,15,0.01,0.01,210,0
23.6,7,0.00578825,3655366,3655366,12,0.01,0.01,193,0
25.7,8,0.0363903,3454525,3454525,8,0.0,0.0,361,0
24.5,7,0.0804551,3691088,3691088,10,0.01,0.01,156,0
24.8,7,0.0106654,3114026,3114026,9,0.01,0.01,490,0
24.6,6,0.000535153,3367721,3367721,9,0.01,0.01,413,0
20.1,2,0.127091,3285073,3285073,41,0.07,0.07,445,0
20.0,0,0.240288,3314405,3314405,27,0.08,0.08,712,0
22.0,2,0.125474,3401381,3401381,18,0.03,0.03,396,0
24.3,7,0.0390489,3177208,3177208,13,0.01,0.01,464,0
20.4,0,0.0538301,3283835,3283835,54,0.06,0.06,8,0
25.579,6,0.0580781,3773593,3773593,2,0.01,0.01,20,0
24.2,0,0.034775,2469219,2469219,24,0.01,0.01,788,0
23.9,7,0.0571722,3728934,3728934,9,0.01,0.01,95,0
18.5,0,0.248648,2015817,2015817,67,0.15,0.15,828,0
22.0,1,0.028505,3092226,3092226,14,0.03,0.03,513,0
28.7,5,0.00112943,3390109,3390109,20,0.0,0.0,405,0
17.5,0,0.175623,2162483,2162483,69,0.24,0.24,645,0
22.8,6,0.249515,3757397,3757397,14,0.02,0.02,43,0
23.3,5,0.018281,3429818,3429818,15,0.02,0.02,375,0
21.3,7,0.0868135,3740102,3740102,9,0.04,0.04,78,0
25.5,3,0.00242328,3012392,3012392,27,0.01,0.01,518,0
24.8,8,0.0126299,3117436,3117436,12,0.01,0.01,488,0
24.5,9,0.00855592,3092221,3092221,11,0.01,0.01,514,0
27.2,8,0.00815142,3638508,3638508,5,0.0,0.0,215,0
19.4,0,0.160617,3174203,3174203,22,0.1,0.1,467,0
24.7,5,0.0597776,3652982,3652982,16,0.01,0.01,198,0
24.1,6,0.00335624,3182823,3182823,15,0.01,0.01,459,0
22.3,0,0.041028,3471140,3471140,28,0.03,0.03,346,0
19.6,2,0.254285,3695816,3695816,23,0.09,0.09,144,0
23.4,0,0.051852,3743123,3743123,15,0.02,0.02,798,0
19.7,4,0.0505682,3763621,3763621,20,0.09,0.09,767,0
26.5,8,0.00438704,3313730,3313730,8,0.0,0.0,429,0
23.2,7,0.142193,3343101,3343101,11,0.02,0.02,420,0
26.0,6,0.0190403,3673825,3673825,9,0.0,0.0,171,0
21.0,2,0.164167,3410474,3410474,17,0.05,0.05,382,0
27.2,7,0.00758817,3180192,3180192,7,0.0,0.0,460,0
23.7,5,0.118432,3694776,3694776,17,0.01,0.01,148,0
26.4,7,0.0700206,3748554,3748554,7,0.0,0.0,57,0
26.6,7,0.0042684,3555769,3555769,6,0.0,0.0,301,0
25.5,8,0.00928086,3454895,3454895,10,0.01,0.01,360,0
22.7,1,0.300639,3092310,3092310,12,0.02,0.02,497,0
24.8,6,0.000330703,3695411,3695411,11,0.01,0.01,145,0
28.5,6,0.00167536,3558379,3558379,9,0.0,0.0,298,0
20.8,1,0.241921,3520762,3520762,17,0.05,0.05,800,0
26.5,5,0.00794758,3596037,3596037,15,0.0,0.0,269,0
26.002,7,0.0245053,3267071,3267071,9,0.0,0.0,455,0
24.6,6,0.000535153,3367721,3367721,9,0.01,0.01,413,0
17.8,0,0.151602,2090367,2090367,105,0.21,0.21,661,0
25.712,6,0.0396656,3775208,3775208,4,0.0,0.0,738,0
19.7,1,0.295518,3563921,3563921,26,0.09,0.09,15,0
20.3,6,0.236907,3580319,3580319,7,0.07,0.07,280,0
22.3,1,0.0322554,3046149,3046149,15,0.03,0.03,505,0
16.8,0,0.330655,2189552,2189552,104,0.33,0.33,634,0
20.3,4,0.0865086,3632236,3632236,18,0.07,0.07,229,0
19.4,4,0.0923552,3713990,3713990,27,0.1,0.1,120,0
22.4,5,0.151611,3631851,3631851,33,0.02,0.02,230,0
23.0,1,0.0212131,3596097,3596097,21,0.02,0.02,271,0
20.0,0,0.143959,3160727,3160727,38,0.08,0.08,475,0
20.1,0,0.263067,3164411,3164411,24,0.07,0.07,471,0
27.5,2,0.00878432,3600105,3600105,18,0.0,0.0,265,0
20.1,1,0.202259,3610170,3610170,25,0.07,0.07,245,0
26.5,8,0.0291967,3743745,3743745,7,0.0,0.0,70,0
24.8,7,0.0187724,3751828,3751828,6,0.01,0.01,56,0
